Beer,Brewery,Style,YourRating,GlobalRating,FirstCheckIn,RecentCheckIn
Canadian Breakfast Stout (CBS),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.46,03/14/20,03/14/20
Batch To the Future,Barn Town Brewing,IPA - American,4,3.94,03/13/20,03/13/20
Double Hop Skewer,Barn Town Brewing,IPA - Imperial / Double,4.5,4.34,03/08/20,03/08/20
Girl Stout Cookees,Barn Town Brewing,Stout - Pastry,5,4.19,03/07/20,03/08/20
Cherry Limeade Sour,Barn Town Brewing,Sour - Fruited,3.75,3.51,03/07/20,03/07/20
Raspberry Drive-In,Barn Town Brewing,IPA - Milkshake,4,3.96,03/07/20,03/07/20
Barrel Aged Cicada Killer (w/ Vanilla) (2020),Barn Town Brewing,Stout - Imperial / Double,4.5,4.42,03/07/20,03/07/20
Hipster Brunch Stout,Odd Side Ales,Stout - Imperial / Double Coffee,4,4.22,03/05/20,03/05/20
Capital Gold Vienna-Style Lager,Confluence Brewing Company,Lager - Vienna,2.5,3.53,03/02/20,03/02/20
Milk Stout,Left Hand Brewing Company,Stout - Milk / Sweet,3.75,3.89,03/02/20,03/02/20
Barrel Aged Aurox Imperial Stout (Coconut) -- Batch I (2/29/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.75,4.53,03/01/20,03/01/20
Aurox Imperial Stout w/ Maple & Sumatran Coffee,Alluvial Brewing Company,Stout - Imperial / Double,4,4.26,02/29/20,02/29/20
Jai Alai,Cigar City Brewing,IPA - American,4.25,3.93,02/24/20,02/24/20
Hoppin' Harbor,Fat Point Brewing,Pale Ale - American,4,3.6,02/24/20,02/24/20
Oatmeal Stout,Fat Point Brewing,Stout - Oatmeal,3.75,3.75,02/24/20,02/24/20
Habanero IPA,Fat Point Brewing,IPA - American,3.25,3.79,02/24/20,02/24/20
Cape Haze,Fat Point Brewing,Wheat Beer - Other,3.5,3.59,02/24/20,02/24/20
Tropic Pressure,Big Storm Brewing Co.,Golden Ale,3.5,3.6,02/23/20,02/23/20
Hazify,Palm City Brewing,IPA - New England / Hazy,4.5,3.95,02/23/20,03/15/22
Traditional Lager,Yuengling Brewery,Lager - American Amber / Red,3,3.49,02/23/20,02/23/20
Bromosa Tangerine IPA,Big Storm Brewing Co.,IPA - American,3.5,3.79,02/21/20,02/21/20
Pernicious,Wicked Weed Brewing,IPA - American,4,3.97,02/21/20,02/21/20
First Crush,Fishback & Stephenson,Cider - Traditional / Apfelwein,3.25,3.83,02/20/20,02/20/20
Dart,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.11,02/19/20,02/19/20
Hotcakes,Peace Tree Brewing Company,Stout - American,3.5,3.83,02/19/20,02/19/20
Justice For Barb,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.14,02/17/20,02/17/20
Sun Reaper,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4,4.11,02/17/20,02/17/20
Pushpop: Lawn Duty,Lua Brewing,Sour - Fruited,4.75,4.42,02/13/20,02/13/20
Pushpop: Swan Duty,Lua Brewing,Sour - Fruited,4.5,4.46,02/13/20,02/13/20
El Jefe (2019),Madhouse Brewing Company,Stout - Imperial / Double,4.5,4.42,02/12/20,11/26/21
Double Maple GAZPROM! (2020),Lion Bridge Brewing Company,Stout - Russian Imperial,4.5,4.33,02/12/20,02/12/20
Jesus On A Forklift (w/ Horizon Line Coffee & Vanilla Bean),Exile Brewing Company,Stout - Imperial / Double,4.25,4.22,02/12/20,02/12/20
Candy Paint,Lua Brewing,Sour - Fruited,4.25,4.15,02/12/20,02/12/20
Baby Blue Sedan,Lua Brewing,Sour - Fruited,4.5,4.15,02/12/20,02/12/20
Anxious,Lua Brewing,Stout - Imperial / Double,4.75,4.49,02/12/20,02/12/20
Letter of Marque Rum Barrel Aged DIPA W/ Coconut,Confluence Brewing Company,IPA - Imperial / Double,3.5,3.91,02/11/20,02/11/20
Dosvidanya Bourbon Barrel,DESTIHL Brewery,Stout - Imperial / Double,4,4.19,02/09/20,02/09/20
Screenshot,Prairie Artisan Ales,Stout - Imperial / Double Coffee,4.5,4.24,02/09/20,02/09/20
Christmas Light Chat,Big Grove Brewery,IPA - New England / Hazy,4.25,4.21,02/08/20,02/08/20
Guinness Draught,Guinness,Stout - Irish Dry,3.5,3.77,02/06/20,02/06/20
Coors Light,Coors Brewing Company,Lager - American Light,2.75,2.42,02/05/20,02/05/20
Hopslam Ale,Bell's Brewery,IPA - Imperial / Double,4.25,4.27,02/03/20,02/03/20
Bourbon County Brand Café de Olla Stout (2019),Goose Island Beer Co.,Stout - Imperial / Double Coffee,4.5,4.36,02/02/20,02/02/20
Mornin' Delight,Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.75,4.63,02/02/20,05/13/20
GAZPROM! (2020),Lion Bridge Brewing Company,Stout - Russian Imperial,4.25,4.16,01/31/20,01/31/20
Black Magic Coffee Stout,Firetrucker Brewery,Stout - Coffee,3.75,3.85,01/29/20,01/29/20
Berry Noir,Boulevard Brewing Co.,Sour - Fruited,4.5,3.84,01/27/20,01/27/20
Voodoo Ranger Imperial IPA,New Belgium Brewing Company,IPA - Imperial / Double,4,3.74,01/27/20,01/27/20
Blueberry Pancakes,Barn Town Brewing,Stout - Imperial / Double Milk,4,4.06,01/26/20,01/26/20
Mallow Mooed Marshmallow Milk Stout,Alluvial Brewing Company,Stout - Milk / Sweet,3.75,3.9,01/25/20,01/25/20
The Visitor Imperial Stout,Alluvial Brewing Company,Stout - Imperial / Double,4,3.99,01/25/20,01/25/20
Dogs & Cats Living Together DIPA,Alluvial Brewing Company,IPA - Imperial / Double,4,4,01/25/20,01/25/20
Bike Rack Rumble,Barn Town Brewing,IPA - New England / Hazy,4.25,4.09,01/20/20,01/20/20
12 On Twelve12,Barn Town Brewing,Stout - Imperial / Double,5,4.41,01/19/20,01/19/20
Super Cluster (2019),Lagunitas Brewing Company,IPA - Imperial / Double,3.5,3.85,12/24/19,12/24/19
Double Dry Hop King Sue,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.75,4.41,12/22/19,02/19/20
Barrel Aged Cookie Oja,IOWA BREWING Co.,Porter - Baltic,4.5,4.17,12/16/19,12/16/19
Cranberry Sour,Peace Tree Brewing Company,Sour - Fruited,4,3.83,12/11/19,12/11/19
Ayinger Bairisch / Bavarian Pils,Ayinger Privatbrauerei,Pilsner - German,2.75,3.56,12/11/19,12/11/19
Ayinger Altbairisch Dunkel,Ayinger Privatbrauerei,Lager - Munich Dunkel,3.75,3.7,12/11/19,12/11/19
Locked In A Haze,Court Avenue Brewing Company,IPA - New England / Hazy,4.25,3.85,12/11/19,12/11/19
Bourbon County Brand Wheatwine (2019),Goose Island Beer Co.,Wheat Beer - Wheat Wine,4.25,4.18,12/10/19,11/26/21
The UnderCAKEer,Barn Town Brewing,Stout - Imperial / Double Pastry,4.5,4.22,12/08/19,12/08/19
Cahoots Barrel-Aged 5,Cahoots Brewing,Stout - Russian Imperial,4.25,4.26,12/06/19,12/06/19
Bourbon County Brand Mon Chéri Stout (2019),Goose Island Beer Co.,Stout - Imperial / Double,4,4.31,12/06/19,12/06/19
Saison Des Moines With Cranberries and Spruce Tips,Confluence Brewing Company,Farmhouse Ale - Saison,3.5,3.7,12/05/19,12/05/19
Pig’s Blood Pilsner,Fox Brewing Company,Pilsner - Other,1.5,3.21,12/05/19,12/05/19
Oja,IOWA BREWING Co.,Porter - Baltic,3.5,3.79,12/05/19,12/05/19
Slang Du Jour - Blueberry Pancakes,Drekker Brewing Company,Sour - Smoothie / Pastry,4.75,3.85,12/02/19,12/02/19
Bourbon County Brand Stout (2019) 14.7%,Goose Island Beer Co.,Stout - Imperial / Double,5,4.45,12/02/19,12/02/19
Hopocalypse Now,Flix Brewhouse,IPA - New England / Hazy,4,3.77,12/01/19,12/01/19
Freak Parade,Drekker Brewing Company,IPA - Imperial / Double New England / Hazy,4.5,4.11,11/29/19,11/29/19
Oakonut Delight (2019),Lion Bridge Brewing Company,Stout - Imperial / Double,4,4.21,11/29/19,11/29/19
Barrel Aged Maple Pecanye West (2019),Barn Town Brewing,Stout - Imperial / Double Milk,5,4.42,11/28/19,03/07/20
Lost In A Whirlpool,Creature Comforts Brewing Company,IPA - Imperial / Double,4,4.08,11/26/19,11/26/19
Willettized Coffee Stout (2019),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4.25,4.23,11/24/19,11/24/19
Double Dry Hop Light Speed,Toppling Goliath Brewing Co.,Pale Ale - American,4,3.99,11/24/19,11/24/19
"Ferryman's Fuel Russian Imperial Stout W/ Raw Sugar, Chocolate, & Coffee",Confluence Brewing Company,Stout - Russian Imperial,4,4.08,11/21/19,11/21/19
Ten FIDY,Oskar Blues Brewery,Stout - Imperial / Double,4.25,4.09,11/21/19,11/21/19
Two Hearted Ale,Bell's Brewery,IPA - American,3.75,3.95,11/13/19,11/21/20
Bomb!,Prairie Artisan Ales,Stout - Imperial / Double Coffee,4.25,4.3,11/10/19,11/10/19
Black Cherry Stout,Keg Creek Brewing Company,Stout - Other,4,3.59,11/09/19,11/09/19
Claw Machine,Dimensional Brewing Company,IPA - New England / Hazy,4.5,4.02,11/09/19,11/09/19
Barrel Aged Aurox Imperial Stout (Sumatran Coffee & Maple) -- Batch II (3/13/2019),Alluvial Brewing Company,Stout - Imperial / Double,5,4.38,11/09/19,11/09/19
NITRO Velveteen,Benson Brewery,Stout - Milk / Sweet,3.25,3.96,11/03/19,11/03/19
Honey Golden Ale,Benson Brewery,Golden Ale,3.5,3.72,11/03/19,11/03/19
Petite Sour Raspberry,Crooked Stave Artisan Beer Project,Wild Ale - American,4,4.04,11/03/19,11/03/19
OctoberFest,Samuel Adams,Märzen,3.25,3.61,11/02/19,08/19/20
Canadian Breakfast Stout (CBS) (2019),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.39,11/02/19,11/02/19
Darkness (2018),Surly Brewing Company,Stout - Russian Imperial,4.5,4.27,10/30/19,10/30/19
Dragon's Milk Reserve: Oatmeal Cookie,New Holland Brewing,Stout - Imperial / Double,4.25,4.15,10/27/19,10/27/19
Funeral Bar Stout - Salted Dark Chocolate,Surly Brewing Company,Stout - Imperial / Double Milk,3.5,3.95,10/26/19,10/26/19
Underground Mountain Brown,Founders Brewing Co.,Brown Ale - Imperial / Double,4.5,4.06,10/22/19,10/22/19
Bourbon County Brand Bramble Rye Stout (2018),Goose Island Beer Co.,Stout - Imperial / Double,4,4.22,10/21/19,10/21/19
Bourbon Barrel-Aged No S'more Imperial Stout,Cahoots Brewing,Stout - Imperial / Double,4,3.95,10/21/19,10/21/19
Parabola (2019),Firestone Walker Brewing Company,Stout - Russian Imperial,4.25,4.38,10/19/19,10/19/19
Blind Pig IPA,Russian River Brewing Company,IPA - American,4.25,4.16,10/15/19,10/15/19
Barrel-Aged Vanilla Bean Stout (2019),Avery Brewing Co.,Stout - Imperial / Double,4,4.05,10/15/19,10/15/19
Fundamental Observation (2019),Bottle Logic Brewing,Stout - Imperial / Double,4.75,4.49,10/09/19,10/09/19
Afternoon Treat,Moksa Brewing Co,Porter - Coffee,4.25,4.15,10/09/19,10/09/19
Persica (2015),Crooked Stave Artisan Beer Project,Wild Ale - American,4.75,4.29,10/09/19,10/09/19
Pliny the Elder,Russian River Brewing Company,IPA - Imperial / Double,4.5,4.5,10/09/19,10/09/19
Anchor California Lager,Anchor Brewing Company,Lager - Pale,3.5,3.39,10/09/19,10/09/19
Anchor Steam Beer,Anchor Brewing Company,California Common,3.75,3.49,10/09/19,10/09/19
Big Daddy IPA,Speakeasy Ales & Lagers,IPA - American,3.5,3.59,10/08/19,10/08/19
Blah Blah Blah IPA,21st Amendment Brewery,IPA - Imperial / Double,4,3.8,10/06/19,10/06/19
Tsingtao,Tsingtao (青岛啤酒) Brewery,Lager - Pale,3,2.88,10/06/19,10/06/19
Angel of the Morning,Marto Brewing Company,Stout - Coffee,4,4.15,10/06/19,10/06/19
Banana Confection,Marto Brewing Company,Sour - Fruited,4,4.24,10/06/19,10/06/19
Triple B (Bourbon Barrel Blonde),Peace Tree Brewing Company,Belgian Strong Golden Ale,3.75,3.92,10/01/19,10/01/19
Darkness (2017),Surly Brewing Company,Stout - Russian Imperial,3.75,4.27,09/28/19,09/28/19
Kentucky Breakfast Stout (KBS),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.39,09/25/19,09/25/19
Shot In the Dark Coffee Stout,Flix Brewhouse - Des Moines,Stout - Coffee,3.5,3.82,09/07/19,09/07/19
Heady Topper,The Alchemist,IPA - Imperial / Double,5,4.54,08/28/19,08/28/19
Tailwind,Big Grove Brewery,Golden Ale,3.75,3.58,08/28/19,08/28/19
Loopy Lynn,Pulpit Rock Brewing Company,IPA - Imperial / Double,4.5,4.28,08/28/19,08/28/19
Pucker Up Raspberry,Backpocket Brewing,Sour - Berliner Weisse,3.75,3.74,08/28/19,08/28/19
Batch 1122 Hazy Double IPA,Confluence Brewing Company,IPA - Imperial / Double New England / Hazy,4,4.16,08/22/19,08/22/19
Mind Haze,Firestone Walker Brewing Company,IPA - New England / Hazy,3.75,3.77,08/20/19,08/20/19
One Man Mosh Pit (2019),Surly Brewing Company,IPA - New England / Hazy,4.25,4.01,08/20/19,08/20/19
Sumptuous,Pulpit Rock Brewing Company,Sour - Other,4.5,4.26,08/20/19,08/20/19
Sticky Stink Juice,Pulpit Rock Brewing Company,IPA - Imperial / Double,4.5,4.28,08/20/19,08/20/19
Köffee & Doughnuts,Pulpit Rock Brewing Company,Porter - Coffee,4.5,4.26,08/18/19,08/18/19
Term Oil Coconut Pecan,Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.46,08/17/19,08/17/19
Mornin' Delight (2019),Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,5,4.6,08/17/19,04/23/21
For the Joy of Almonds,Pulpit Rock Brewing Company,Stout - Milk / Sweet,4.5,4.31,08/17/19,08/17/19
Term Oil 19-A,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.5,4.35,08/16/19,08/16/19
Term Oil 18-B,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.25,4.41,08/16/19,08/16/19
Pastel a Pie,Pulpit Rock Brewing Company,Stout - Milk / Sweet,4.5,4.23,08/16/19,08/16/19
Big Ed,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.5,4.29,08/16/19,08/16/19
The Wizard Gose Style Sour Ale,Confluence Brewing Company,Sour - Traditional Gose,3.5,3.66,08/16/19,08/16/19
Dragon Fandango,Toppling Goliath Brewing Co.,Sour - Fruited,5,4.21,08/14/19,08/14/19
Corndog Ale,Court Avenue Brewing Company,Blonde Ale,3.25,3.06,08/11/19,08/11/19
Funnel Cake Vanilla Ale,Reclaimed Rails Brewing Company,Kölsch,3.75,3.32,08/11/19,08/11/19
Lemonade Stand Gose,Keg Creek Brewing Company,Sour - Traditional Gose,3.75,3.5,08/10/19,08/10/19
Kid Kölsch,New Glarus Brewing Company,Kölsch,3.75,3.8,08/10/19,08/10/19
Satisfaction Jacksin,Ale Asylum,IPA - Imperial / Double,3.5,3.9,08/10/19,08/10/19
Strawberry Rhubarb (2019),New Glarus Brewing Company,Fruit Beer,4.75,4.42,08/09/19,08/09/19
Hawaiian Sunrise,Madhouse Brewing Company,Wild Ale - American,4,3.85,08/08/19,08/08/19
Voodoo Ranger Juicifer IPA,New Belgium Brewing Company,IPA - American,3.5,3.71,08/07/19,08/07/19
Dragon's Milk Reserve: Maple Oak,New Holland Brewing,Stout - Imperial / Double,4,4.2,08/04/19,08/04/19
Tank Puncher IPA,ReUnion Brewery,IPA - New England / Hazy,3.75,3.91,08/03/19,08/03/19
Grapefruit Bohemian,Exile Brewing Company,Sour - Berliner Weisse,3.5,3.78,07/31/19,07/31/19
That’s My Jam Berry Ale,Lake Time Brewery,Fruit Beer,3.5,3.7,07/18/19,07/18/19
Coconut Migration,SingleSpeed Brewing Company,IPA - Imperial / Double,4.25,3.97,07/18/19,07/18/19
Special Pilsner,Capital Brewery,Pilsner - German,3.25,3.42,07/17/19,07/17/19
Twisted Galaxy,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4,4.11,07/12/19,07/12/19
Hawaiiowan Punch,Barn Town Brewing,Sour - Fruited,4.5,4.1,07/12/19,07/12/19
Haze Sesh - Iteration Two,Barn Town Brewing,IPA - New England / Hazy,4.5,3.94,07/12/19,07/12/19
Galaxy Dry Hop Pseudo Sue,Toppling Goliath Brewing Co.,Pale Ale - American,4,4.23,07/10/19,07/10/19
Quadruple Barrel Big Bad Baptist (2018),"Epic Brewing Co. (Utah, Colorado)",Stout - Imperial / Double,4.25,4.34,07/06/19,07/06/19
French Toast Stout,WeldWerks Brewing Co.,Stout - Milk / Sweet,4.5,4.14,07/03/19,07/03/19
Darkness (2016),Surly Brewing Company,Stout - Russian Imperial,4.5,4.36,06/30/19,06/30/19
Drugstore Cowboy,Franklin Street Brewing Company,IPA - New England / Hazy,4.25,3.95,06/24/19,06/24/19
High Life,Miller Brewing Company,Lager - American,2.5,2.7,06/24/19,06/24/19
Neon Hazy IPA,Barn Town Brewing,IPA - New England / Hazy,4,4.07,06/24/19,06/24/19
Over the Ivy Czech-Style Pils,Confluence Brewing Company,Pilsner - Czech,3,3.59,06/24/19,06/24/19
‘Nana Stand Man,Barn Town Brewing,Stout - Imperial / Double Pastry,4.75,4.02,06/23/19,06/23/19
"Playgrounds, Bookworms, & Jelly Bracelets",Barn Town Brewing,Stout - Imperial / Double Pastry,4.5,3.95,06/22/19,06/22/19
Dolphin Sparkles,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.05,06/21/19,08/17/20
Sabro DDH Juicy Bits,WeldWerks Brewing Co.,IPA - New England / Hazy,4.5,4.19,06/13/19,06/05/20
Pay It Forward - Citra And Strata,New Image Brewing,IPA - New England / Hazy,5,4.22,06/13/19,06/13/19
Grapefruit Groove,Peace Tree Brewing Company,IPA - American,4,3.84,06/02/19,06/02/19
Surf Zombies,IOWA BREWING Co.,IPA - American,4,3.71,06/02/19,06/02/19
Double Dry Hopped South Side Citra W/ Tangerine And Orange Peel,Confluence Brewing Company,Blonde Ale,4,3.93,05/31/19,05/31/19
Lemon Trail,Exile Brewing Company,Golden Ale,3.75,3.51,05/30/19,05/30/19
Baxter,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.25,4.03,05/30/19,05/30/19
Barrel Aged Aurox Imperial Stout (Vanilla Bean) -- Batch III (3/11/2019),Alluvial Brewing Company,Stout - Imperial / Double,5,4.28,05/28/19,04/10/20
Totally Naked,New Glarus Brewing Company,Lager - American Light,3.5,3.57,05/26/19,05/26/19
Super Lemon Haze,Flix Brewhouse,IPA - American,4,3.66,05/23/19,05/23/19
Old And In the Way,Thew Brewing Company ,IPA - Imperial / Double,4,3.76,05/23/19,05/23/19
Two Women,New Glarus Brewing Company,Lager - Pale,3.5,3.58,05/21/19,05/21/19
Brewer's Reserve Vanilla Bean Stout,Central Waters Brewing Company,Stout - Imperial / Double,3.5,4.17,05/20/19,05/20/19
Fantasy Factory,Karben⁴ Brewing,IPA - American,3.75,3.85,05/18/19,05/18/19
Ectogasm,Drekker Brewing Company,IPA - New England / Hazy,4.5,4.09,05/17/19,06/10/19
Sioux City Sour (Blood Orange),Jackson Street Brewing,Sour - Other,4,3.89,05/13/19,05/13/19
Scorpius Morchella,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.25,4.15,05/11/19,05/11/19
Sour Cherry Gose,Peace Tree Brewing Company,Sour - Fruited Gose,3.5,3.77,05/09/19,05/09/19
Tequila Barrel Lime Gose,Peace Tree Brewing Company,Sour - Traditional Gose,4,3.86,05/09/19,05/09/19
Blueberry Boyfriend,Prairie Artisan Ales,Sour - Fruited,4.25,3.75,05/04/19,05/04/19
Peanut Butter Porter,Lake Time Brewery,Porter - American,4,3.89,04/25/19,01/31/20
Tangerine Bohemian,Exile Brewing Company,Sour - Fruited,4,3.93,04/20/19,04/20/19
Aurox Imperial Stout w/ Creme Brulee,Alluvial Brewing Company,Stout - Russian Imperial,4.75,4.19,04/10/19,04/10/19
A-Two-Hoo,SingleSpeed Brewing Company,Sour - Other,3,3.65,04/06/19,04/06/19
Backwoods Bastard,Founders Brewing Co.,Scotch Ale / Wee Heavy,4.25,4.11,04/04/19,09/09/19
Aurox Imperial Stout w/ Maple,Alluvial Brewing Company,Stout - Russian Imperial,4.25,4.3,03/30/19,07/22/20
Aurox Imperial Stout w/ Cholaca and Coconut,Alluvial Brewing Company,Stout - Imperial / Double,4.25,4.27,03/24/19,03/24/19
Big Bad Baptist,"Epic Brewing Co. (Utah, Colorado)",Stout - Imperial / Double Coffee,3.75,4.18,03/23/19,03/23/19
Mornin' Delight (2017),Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.52,03/23/19,03/23/19
Aurox Imperial Stout w/ Espresso Chocolate Cake,Alluvial Brewing Company,Stout - Imperial / Double Milk,4.5,4.16,03/23/19,03/23/19
Hawaii '78 Pineapple Sour,Alluvial Brewing Company,Sour - Fruited,3.75,3.93,03/23/19,03/23/19
Nordic Helix IPA,Alluvial Brewing Company,IPA - American,4,4.11,03/23/19,03/23/19
MoMo DIPA,Alluvial Brewing Company,IPA - Imperial / Double,4.5,4.15,03/23/19,03/23/19
C&LM,Goose Island Beer Co.,Shandy / Radler,3.25,2.68,03/20/19,03/20/19
Kentucky Breakfast Stout (KBS) (2019),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.25,4.34,03/19/19,05/13/19
Double Dry Hopped Des Moines IPA,Confluence Brewing Company,IPA - American,4,4.08,03/19/19,03/19/19
Strawberry Rhubarb,Great Divide Brewing Company,Sour - Fruited,3.75,3.74,03/19/19,03/19/19
Briar Patch,Madhouse Brewing Company,Sour - Fruited,4.5,4.06,03/15/19,03/15/19
Carpe Diem (2019),Madhouse Brewing Company,Stout - Imperial / Double,5,4.45,03/15/19,03/17/19
Sundae Fundae,Madhouse Brewing Company,Stout - Imperial / Double,4.75,4.39,03/15/19,03/05/20
Freedom Toast (2018),Madhouse Brewing Company,Scotch Ale / Wee Heavy,4.5,4.34,03/15/19,03/15/19
Double Dry Hopped Des Moines IPA (Huell Melon & Mandarina Bavaria),Confluence Brewing Company,IPA - American,4.5,4.04,03/15/19,04/04/19
A Better Tomorrow,Big Grove Brewery,IPA - Imperial / Double,4.5,4.17,03/15/19,03/15/19
Barrel-Aged Ten FIDY Imperial Stout Aged In Bourbon Barrels (2017),Oskar Blues Brewery,Stout - Imperial / Double,4.5,4.4,03/09/19,03/09/19
Marvelous IPA,Flix Brewhouse - Des Moines,IPA - New England / Hazy,3.25,3.74,03/08/19,03/08/19
Nebulas,Flix Brewhouse,IPA - New England / Hazy,4,3.79,03/08/19,03/08/19
50’s Dad ,Confluence Brewing Company,Stout - Milk / Sweet,4.25,4.1,03/04/19,03/04/19
Blueberry Love Muffin Sour,Barn Town Brewing,Sour - Smoothie / Pastry,4.75,4.18,03/02/19,03/13/20
Move Aside & Let the Mango Through,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.26,03/02/19,03/02/19
Chowdah,Barn Town Brewing,IPA - Imperial / Double,4.25,3.98,03/02/19,03/08/19
Rally Round the Family,Barn Town Brewing,IPA - New England / Hazy,4,3.79,03/02/19,03/02/19
Barrel Aged Cicada Killer (w/ Coconut) (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.43,03/02/19,03/02/19
Barrel Aged Cicada Killer (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.23,03/02/19,03/02/19
Cicada Killer Maple Coffee (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.29,03/02/19,03/02/19
Cicada Killer with Maple (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.2,03/02/19,05/07/20
Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,3.5,3.58,03/01/19,03/01/19
ChewBOCKa,Confluence Brewing Company,Bock - Doppelbock,3.75,3.8,03/01/19,03/01/19
Hazepocalypse: Nuclear Free Zone,Big Grove Brewery,IPA - New England / Hazy,4.25,3.99,02/28/19,02/28/19
Blood Orange Brew Free! or Die,21st Amendment Brewery,IPA - American,3.75,3.78,02/27/19,02/27/19
Brut IPA,Surly Brewing Company,IPA - Brut,3.75,3.72,02/27/19,02/27/19
Extinction Event - Idaho 7 & Citra,Confluence Brewing Company,IPA - New England / Hazy,4.5,4.17,02/22/19,02/22/19
BA Waffle Stout,Backpocket Brewing,Stout - Imperial / Double Pastry,4.5,4.16,02/22/19,02/22/19
Black Note Stout (2017),Bell's Brewery,Stout - Imperial / Double,4.75,4.38,02/17/19,02/17/19
Kentucky Breakfast Stout (KBS) (2018),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.4,02/17/19,02/17/19
Smoked Porter (2017),Alaskan Brewing Co.,Smoked Beer,4.25,3.95,02/16/19,02/16/19
Hazepocalypse: Wish You Were Here,Big Grove Brewery,IPA - New England / Hazy,4,4.08,02/16/19,02/16/19
Hopsmack! ,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.18,02/15/19,03/31/19
Sir Moch-A-Lot,Exile Brewing Company,Stout - Milk / Sweet,4,3.78,02/14/19,02/14/19
Tropical Burn Mango DIPA,Firetrucker Brewery,IPA - Imperial / Double,4.25,3.85,02/14/19,02/14/19
Uptown IPA,Firetrucker Brewery,IPA - American,3.75,3.57,02/13/19,02/13/19
(512) Whiskey Barrel Aged Double Pecan Porter,(512) Brewing Company,Porter - Imperial / Double,4.25,4.19,02/12/19,02/12/19
Electric Jellyfish,Pinthouse Pizza,IPA - New England / Hazy,4.25,4.08,02/12/19,02/12/19
Hazepocalypse: Survival Kit ,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.07,02/08/19,02/16/19
Pulp Non-Fiction,Barn Town Brewing,IPA - New England / Hazy,4.5,4.12,02/08/19,02/08/19
Fountain of Youth,Madhouse Brewing Company,Wild Ale - American,4,4.02,02/08/19,02/08/19
Freedom Toast (2019),Madhouse Brewing Company,Scotch Ale / Wee Heavy,4.25,4.42,02/08/19,02/08/19
Mornin' Latte Imperial Coffee Milk Stout,Toppling Goliath Brewing Co.,Stout - Imperial / Double Milk,4.5,4.08,02/08/19,04/04/19
Hazepocalypse: Duck And Cover,Big Grove Brewery,IPA - New England / Hazy,3.75,4.12,02/07/19,02/07/19
Hopslam Ale (2019),Bell's Brewery,IPA - Imperial / Double,4.25,4.23,02/07/19,02/07/19
Stone IPA,Stone Brewing,IPA - American,4,3.76,02/03/19,02/03/19
Passion Fruit Nectar,Redstone Meadery,Mead - Melomel,4,3.63,02/03/19,02/03/19
Boxcar Speedway Stout,AleSmith Brewing Company,Stout - Imperial / Double Coffee,4.75,4.33,02/03/19,02/03/19
The Pupil,Societe Brewing Company,IPA - American,4,3.98,02/02/19,02/02/19
Blood Orange Wit,Refuge Brewery,Wheat Beer - Witbier / Blanche,3.5,3.58,02/01/19,02/01/19
Peanut Butter Milk Stout,Belching Beaver Brewery,Stout - Milk / Sweet,4.5,4,01/31/19,03/16/20
Orderville,Modern Times Beer,IPA - New England / Hazy,3.75,3.92,01/31/19,01/31/19
Corona Light,Grupo Modelo,Lager - Mexican,1.25,2.79,01/30/19,01/30/19
Duet,Alpine Beer Company,IPA - American,4,3.96,01/30/19,01/30/19
Hill Hopper Pale Ale,Confluence Brewing Company,Pale Ale - American,4,3.87,01/28/19,01/28/19
6th Anniversary Stout,Backpocket Brewing,Stout - Russian Imperial,5,4.33,01/26/19,01/26/19
Shiner S'More,Spoetzl Brewery,Brown Ale - American,4.25,3.62,01/25/19,01/25/19
